customer_id,month,category,payment_type,spend
ATQCUS0825,May,Bills,Debit Card,247
ATQCUS3458,October,Entertainment,UPI,113
ATQCUS3388,September,Groceries,Debit Card,1635
ATQCUS0035,October,Entertainment,Debit Card,345
ATQCUS3308,June,Travel,Debit Card,581
ATQCUS1309,August,Bills,Net Banking,380
ATQCUS3609,June,Others,UPI,156
ATQCUS3739,June,Food,Net Banking,167
ATQCUS1496,May,Health & Wellness,Net Banking,266
ATQCUS3832,July,Groceries,Debit Card,413
ATQCUS3838,August,Food,UPI,887
ATQCUS3657,June,Groceries,UPI,694
ATQCUS1346,July,Travel,Credit Card,151
ATQCUS0520,August,Travel,Credit Card,228
ATQCUS2188,September,Apparel,Debit Card,226
ATQCUS1795,July,Others,UPI,69
ATQCUS1525,September,Others,Credit Card,221
ATQCUS2348,May,Apparel,Net Banking,91
ATQCUS1036,May,Entertainment,Net Banking,76
ATQCUS2693,May,Apparel,Credit Card,266
ATQCUS3424,July,Health & Wellness,Net Banking,99
ATQCUS3685,October,Groceries,UPI,422
ATQCUS1339,May,Travel,Net Banking,314
ATQCUS0332,October,Food,Debit Card,567
ATQCUS1253,May,Bills,Debit Card,533
ATQCUS0396,May,Entertainment,Net Banking,52
ATQCUS1693,June,Others,Debit Card,137
ATQCUS0505,September,Bills,UPI,2432
ATQCUS1306,May,Travel,Debit Card,281
ATQCUS2195,September,Groceries,Debit Card,1527
ATQCUS3478,June,Others,Debit Card,81
ATQCUS2274,August,Others,Net Banking,43
ATQCUS1054,October,Health & Wellness,Net Banking,133
ATQCUS3516,July,Apparel,Debit Card,136
ATQCUS1597,July,Groceries,Debit Card,195
ATQCUS1890,May,Entertainment,Net Banking,91
ATQCUS2978,May,Travel,UPI,336
ATQCUS1808,October,Groceries,UPI,2317
ATQCUS3438,August,Bills,Debit Card,2100
ATQCUS2339,June,Travel,Credit Card,146
ATQCUS2853,May,Entertainment,Net Banking,325
ATQCUS0030,May,Others,Debit Card,94
ATQCUS0021,October,Bills,Debit Card,1004
ATQCUS1836,August,Travel,UPI,777
ATQCUS1177,May,Electronics,Credit Card,1072
ATQCUS1265,July,Health & Wellness,Debit Card,425
ATQCUS2900,May,Food,Debit Card,264
ATQCUS3523,September,Travel,Net Banking,158
ATQCUS2457,May,Food,Net Banking,115
ATQCUS2593,September,Food,Debit Card,688
ATQCUS0457,July,Electronics,UPI,328
ATQCUS0020,October,Electronics,Net Banking,361
ATQCUS1322,June,Apparel,Debit Card,152
ATQCUS0122,June,Bills,Net Banking,369
ATQCUS0981,October,Health & Wellness,Credit Card,2419
ATQCUS3533,June,Electronics,Debit Card,483
ATQCUS2356,August,Electronics,Debit Card,1841
ATQCUS1430,May,Travel,Credit Card,936
ATQCUS2527,July,Entertainment,UPI,276
ATQCUS3564,August,Travel,UPI,641
ATQCUS2371,June,Health & Wellness,Net Banking,54
ATQCUS3216,October,Travel,Debit Card,574
ATQCUS2133,May,Health & Wellness,Debit Card,717
ATQCUS0483,July,Groceries,Debit Card,1389
ATQCUS0318,May,Food,Credit Card,371
ATQCUS3527,August,Entertainment,Debit Card,845
ATQCUS0514,July,Travel,Debit Card,563
ATQCUS3595,June,Apparel,UPI,161
ATQCUS3632,August,Apparel,UPI,128
ATQCUS3300,August,Groceries,Debit Card,1301
ATQCUS0378,August,Apparel,UPI,186
ATQCUS2015,July,Apparel,UPI,75
ATQCUS0856,June,Apparel,Debit Card,194
ATQCUS2352,July,Travel,Debit Card,165
ATQCUS3005,September,Travel,Credit Card,4600
ATQCUS3278,May,Bills,Debit Card,1133
ATQCUS0971,August,Apparel,Credit Card,1069
ATQCUS3547,May,Bills,Credit Card,2361
ATQCUS2088,August,Travel,Debit Card,672
ATQCUS1044,September,Entertainment,UPI,169
ATQCUS3793,September,Bills,UPI,1974
ATQCUS1896,August,Others,Debit Card,282
ATQCUS2239,September,Health & Wellness,Net Banking,372
ATQCUS2387,October,Bills,Debit Card,701
ATQCUS1119,September,Groceries,Debit Card,1348
ATQCUS0570,July,Food,UPI,440
ATQCUS1859,May,Others,UPI,56
ATQCUS0495,July,Bills,Credit Card,448
ATQCUS0223,June,Bills,Net Banking,136
ATQCUS2018,October,Electronics,Net Banking,132
ATQCUS2172,May,Food,Net Banking,109
ATQCUS0709,August,Apparel,Debit Card,427
ATQCUS0414,October,Apparel,Net Banking,82
ATQCUS3678,May,Groceries,Net Banking,499
ATQCUS3470,September,Food,Net Banking,236
ATQCUS3922,July,Health & Wellness,UPI,717
ATQCUS3541,May,Apparel,Net Banking,40
ATQCUS3293,June,Apparel,UPI,381
ATQCUS2128,September,Others,Net Banking,114
ATQCUS1107,July,Health & Wellness,UPI,328
ATQCUS3970,June,Travel,UPI,507
ATQCUS2569,August,Electronics,Debit Card,289
ATQCUS2409,September,Apparel,Net Banking,144
ATQCUS0420,September,Travel,Debit Card,448
ATQCUS0490,May,Entertainment,Net Banking,246
ATQCUS3560,May,Groceries,Net Banking,232
ATQCUS1249,September,Food,Net Banking,109
ATQCUS0360,June,Apparel,UPI,214
ATQCUS3141,October,Others,Credit Card,252
ATQCUS1882,September,Apparel,UPI,583
ATQCUS1235,September,Travel,Net Banking,121
ATQCUS2436,July,Travel,UPI,1140
ATQCUS2139,October,Groceries,UPI,1722
ATQCUS1312,July,Health & Wellness,Credit Card,1384
ATQCUS1877,October,Health & Wellness,Net Banking,631
ATQCUS1932,October,Entertainment,UPI,1831
ATQCUS3391,August,Travel,Net Banking,124
ATQCUS0400,October,Entertainment,Debit Card,100
ATQCUS3920,June,Health & Wellness,Credit Card,1152
ATQCUS2011,September,Entertainment,Net Banking,241
ATQCUS2310,May,Travel,Debit Card,375
ATQCUS0985,October,Health & Wellness,UPI,190
ATQCUS2136,October,Entertainment,Credit Card,488
ATQCUS2089,July,Apparel,Net Banking,72
ATQCUS1053,June,Apparel,Credit Card,370
ATQCUS2961,July,Food,Debit Card,371
ATQCUS2020,July,Apparel,UPI,92
ATQCUS2024,August,Apparel,Debit Card,68
ATQCUS1071,June,Travel,Net Banking,89
ATQCUS0753,October,Food,Credit Card,1219
ATQCUS3004,May,Groceries,Debit Card,705
ATQCUS1761,October,Others,Net Banking,39
ATQCUS1999,June,Entertainment,UPI,335
ATQCUS1600,June,Electronics,Net Banking,119
ATQCUS0282,May,Electronics,Debit Card,390
ATQCUS3539,August,Travel,Credit Card,1322
ATQCUS0421,September,Electronics,Debit Card,477
ATQCUS1599,June,Travel,Credit Card,2519
ATQCUS0100,May,Travel,UPI,172
ATQCUS2787,May,Apparel,Credit Card,1181
ATQCUS3175,June,Apparel,Net Banking,95
ATQCUS2513,September,Groceries,Debit Card,140
ATQCUS2907,August,Travel,Credit Card,940
ATQCUS2368,October,Food,Net Banking,90
ATQCUS0088,October,Health & Wellness,Debit Card,507
ATQCUS1064,July,Apparel,Credit Card,259
ATQCUS2169,May,Entertainment,Debit Card,167
ATQCUS3006,September,Groceries,Net Banking,1571
ATQCUS0314,May,Travel,UPI,587
ATQCUS1741,May,Bills,Net Banking,452
ATQCUS1468,May,Entertainment,Credit Card,553
ATQCUS0240,September,Electronics,Credit Card,1188
ATQCUS2951,October,Entertainment,Net Banking,76
ATQCUS0618,September,Travel,UPI,1054
ATQCUS3401,October,Apparel,Net Banking,119
ATQCUS2256,August,Food,Net Banking,204
ATQCUS0004,September,Health & Wellness,Credit Card,4878
ATQCUS3363,August,Health & Wellness,Debit Card,613
ATQCUS1676,October,Electronics,Debit Card,217
ATQCUS1376,October,Apparel,Debit Card,247
ATQCUS1441,May,Electronics,UPI,467
ATQCUS2439,August,Health & Wellness,Credit Card,1253
ATQCUS0062,May,Travel,Net Banking,132
ATQCUS0876,July,Apparel,UPI,635
ATQCUS1802,August,Health & Wellness,Debit Card,418
ATQCUS2131,August,Travel,Credit Card,1066
ATQCUS2713,July,Health & Wellness,Credit Card,197
ATQCUS0401,September,Travel,Debit Card,784
ATQCUS0245,October,Travel,Credit Card,765
ATQCUS3099,September,Food,Credit Card,1367
ATQCUS3220,October,Groceries,UPI,2335
ATQCUS0613,May,Travel,Debit Card,208
ATQCUS3780,May,Bills,Credit Card,841
ATQCUS1682,August,Groceries,Credit Card,3128
ATQCUS1947,May,Apparel,Debit Card,127
ATQCUS2161,October,Bills,Debit Card,465
ATQCUS3326,May,Electronics,Net Banking,231
ATQCUS3505,July,Groceries,Net Banking,368
ATQCUS3711,August,Travel,Net Banking,557
ATQCUS0003,June,Others,Net Banking,62
ATQCUS0836,May,Apparel,Debit Card,109
ATQCUS0116,October,Bills,UPI,316
ATQCUS1830,June,Groceries,UPI,1751
ATQCUS3803,October,Entertainment,Debit Card,412
ATQCUS3260,June,Bills,Credit Card,246
ATQCUS0430,September,Entertainment,Net Banking,71
ATQCUS3110,May,Entertainment,UPI,216
ATQCUS3660,October,Electronics,Net Banking,255
ATQCUS1889,October,Others,Debit Card,137
ATQCUS0343,May,Travel,UPI,1009
ATQCUS3919,August,Apparel,Net Banking,73
ATQCUS1593,October,Food,Net Banking,115
ATQCUS3536,August,Apparel,Debit Card,1285
ATQCUS3047,May,Others,Debit Card,51
ATQCUS2794,October,Bills,Credit Card,3498
ATQCUS0677,September,Health & Wellness,Net Banking,732
ATQCUS2587,October,Travel,Debit Card,271
ATQCUS0899,September,Health & Wellness,Net Banking,894
ATQCUS3100,September,Travel,UPI,1272
ATQCUS0666,June,Groceries,Debit Card,823
ATQCUS0376,June,Apparel,UPI,162
ATQCUS1193,October,Electronics,Net Banking,391
ATQCUS3048,May,Groceries,Debit Card,1704
ATQCUS3172,September,Groceries,Credit Card,4027
ATQCUS0992,October,Travel,UPI,304
ATQCUS0015,October,Bills,Net Banking,308
ATQCUS3569,July,Health & Wellness,Net Banking,194
ATQCUS0993,October,Health & Wellness,UPI,223
ATQCUS3398,September,Travel,UPI,540
ATQCUS2442,June,Groceries,UPI,717
ATQCUS1006,June,Entertainment,UPI,1430
ATQCUS3982,June,Groceries,Credit Card,764
ATQCUS2936,October,Bills,Credit Card,1326
ATQCUS0008,May,Groceries,Debit Card,262
ATQCUS2586,October,Food,UPI,1144
ATQCUS1824,July,Bills,Net Banking,362
ATQCUS0150,July,Food,UPI,373
ATQCUS2702,September,Electronics,UPI,213
ATQCUS2178,October,Food,Net Banking,89
ATQCUS1735,October,Others,Debit Card,93
ATQCUS1068,June,Travel,Net Banking,79
ATQCUS0523,July,Travel,Net Banking,338
ATQCUS0690,September,Health & Wellness,Credit Card,1611
ATQCUS3075,September,Health & Wellness,Debit Card,778
ATQCUS0151,August,Others,UPI,122
ATQCUS3224,October,Others,UPI,189
ATQCUS3758,July,Apparel,UPI,103
ATQCUS3402,May,Electronics,Net Banking,89
ATQCUS3708,August,Others,Net Banking,44
ATQCUS1935,October,Food,UPI,1124
ATQCUS2342,October,Others,Credit Card,116
ATQCUS2585,July,Groceries,UPI,802
ATQCUS1330,May,Bills,Credit Card,2150
ATQCUS0159,September,Groceries,Credit Card,1942
ATQCUS3066,October,Apparel,Credit Card,308
ATQCUS3228,September,Electronics,UPI,583
ATQCUS2500,October,Travel,UPI,169
ATQCUS0871,October,Entertainment,Debit Card,134
ATQCUS0258,August,Health & Wellness,UPI,530
ATQCUS1196,October,Health & Wellness,Net Banking,344
ATQCUS2276,September,Travel,Net Banking,179
ATQCUS3887,August,Others,UPI,447
ATQCUS3211,July,Bills,Debit Card,1067
ATQCUS2338,September,Groceries,Net Banking,316
ATQCUS3733,October,Entertainment,Net Banking,133
ATQCUS3023,August,Health & Wellness,UPI,1123
ATQCUS3745,August,Bills,UPI,309
ATQCUS0591,July,Others,UPI,192
ATQCUS1041,June,Groceries,UPI,204
ATQCUS2830,October,Bills,Net Banking,1025
ATQCUS2841,August,Food,Debit Card,277
ATQCUS0464,June,Health & Wellness,UPI,270
ATQCUS2291,May,Health & Wellness,Debit Card,403
ATQCUS1316,August,Entertainment,Debit Card,613
ATQCUS3121,June,Bills,UPI,2693
ATQCUS0632,September,Apparel,Credit Card,528
ATQCUS1500,May,Travel,Debit Card,367
ATQCUS2785,July,Others,Credit Card,256
ATQCUS2645,October,Travel,Debit Card,349
ATQCUS2373,June,Groceries,UPI,737
ATQCUS2047,August,Health & Wellness,Net Banking,120
ATQCUS0213,October,Electronics,UPI,869
ATQCUS1337,September,Apparel,UPI,198
ATQCUS3556,May,Apparel,Credit Card,483
ATQCUS2493,June,Others,UPI,103
ATQCUS2364,July,Bills,Credit Card,575
ATQCUS0136,July,Electronics,UPI,1080
ATQCUS3167,May,Electronics,Net Banking,126
ATQCUS0555,September,Apparel,Debit Card,177
ATQCUS2287,October,Food,Net Banking,254
ATQCUS0653,May,Groceries,Debit Card,1466
ATQCUS3906,July,Groceries,Credit Card,1097
ATQCUS1393,September,Apparel,Debit Card,466
ATQCUS1504,October,Entertainment,UPI,746
ATQCUS3897,August,Apparel,UPI,438
ATQCUS0762,August,Health & Wellness,Debit Card,2181
ATQCUS0768,June,Apparel,Debit Card,346
ATQCUS1343,July,Groceries,Credit Card,969
ATQCUS0342,July,Travel,UPI,694
ATQCUS1628,June,Food,UPI,660
ATQCUS0974,June,Apparel,UPI,239
ATQCUS1277,May,Food,Net Banking,105
ATQCUS2278,August,Groceries,Credit Card,1335
ATQCUS2950,October,Groceries,Net Banking,354
ATQCUS0059,September,Entertainment,Debit Card,319
ATQCUS3579,June,Travel,UPI,1020
ATQCUS3289,July,Health & Wellness,Net Banking,146
ATQCUS3901,May,Groceries,Debit Card,1452
ATQCUS1422,July,Health & Wellness,Debit Card,285
ATQCUS2065,July,Entertainment,Debit Card,275
ATQCUS0802,August,Travel,UPI,636
ATQCUS2140,June,Travel,UPI,148
ATQCUS1647,June,Groceries,Credit Card,597
ATQCUS0109,July,Entertainment,Net Banking,186
ATQCUS2782,June,Apparel,Debit Card,235
ATQCUS2786,October,Entertainment,Credit Card,361
ATQCUS2862,September,Electronics,Credit Card,2403
ATQCUS2223,July,Food,Net Banking,234
ATQCUS1399,June,Apparel,Net Banking,229
ATQCUS0805,September,Food,Debit Card,498
ATQCUS2215,July,Bills,Credit Card,968
ATQCUS3473,September,Groceries,UPI,426
ATQCUS2556,August,Travel,Net Banking,263
ATQCUS0047,August,Others,Debit Card,111
ATQCUS0027,May,Apparel,Debit Card,285
ATQCUS3437,September,Groceries,Net Banking,629
ATQCUS3132,September,Electronics,UPI,1212
ATQCUS3435,May,Food,Net Banking,296
ATQCUS1614,August,Electronics,Net Banking,611
ATQCUS0304,May,Health & Wellness,Credit Card,647
ATQCUS2903,August,Apparel,UPI,795
ATQCUS1037,August,Others,Net Banking,89
ATQCUS3375,July,Travel,Debit Card,97
ATQCUS2406,June,Groceries,Net Banking,224
ATQCUS3955,June,Groceries,UPI,749
ATQCUS0507,June,Apparel,Credit Card,230
ATQCUS1047,July,Food,UPI,418
ATQCUS2861,May,Bills,Debit Card,1023
ATQCUS0346,July,Electronics,Credit Card,984
ATQCUS2243,September,Others,Net Banking,108
ATQCUS3847,September,Entertainment,Net Banking,62
ATQCUS0079,August,Bills,Net Banking,92
ATQCUS0232,October,Others,Credit Card,308
ATQCUS2591,September,Groceries,Credit Card,3400
ATQCUS2503,August,Travel,Debit Card,316
ATQCUS1491,October,Travel,UPI,570
ATQCUS0337,June,Health & Wellness,Net Banking,157
ATQCUS1085,October,Entertainment,Debit Card,96
ATQCUS2592,October,Food,Net Banking,96
ATQCUS0217,July,Groceries,Credit Card,1275
ATQCUS0026,August,Electronics,UPI,360
ATQCUS2777,September,Bills,UPI,516
ATQCUS0906,August,Groceries,Net Banking,131
ATQCUS2039,August,Entertainment,UPI,1349
ATQCUS1163,May,Entertainment,Net Banking,42
ATQCUS2283,May,Groceries,Net Banking,230
ATQCUS2268,June,Apparel,Credit Card,149
ATQCUS0878,August,Groceries,Net Banking,329
ATQCUS0852,May,Travel,Credit Card,417
ATQCUS3663,August,Others,Debit Card,114
ATQCUS1419,May,Bills,Credit Card,1107
ATQCUS3397,May,Apparel,Debit Card,239
ATQCUS3898,July,Travel,UPI,264
ATQCUS2424,October,Entertainment,Net Banking,159
ATQCUS1122,July,Entertainment,Credit Card,679
ATQCUS1803,July,Electronics,Net Banking,241
ATQCUS1968,August,Entertainment,Net Banking,129
ATQCUS0375,July,Apparel,Credit Card,724
ATQCUS0911,September,Health & Wellness,Debit Card,325
ATQCUS3823,May,Entertainment,Debit Card,139
ATQCUS2740,June,Health & Wellness,UPI,246
ATQCUS0117,May,Travel,Net Banking,236
ATQCUS3932,October,Travel,Debit Card,1072
ATQCUS0837,August,Health & Wellness,Net Banking,242
ATQCUS3128,September,Electronics,UPI,838
ATQCUS2067,May,Bills,UPI,1208
ATQCUS0819,June,Health & Wellness,UPI,306
ATQCUS0842,October,Electronics,Debit Card,816
ATQCUS2269,October,Electronics,UPI,1079
ATQCUS0146,September,Entertainment,Debit Card,294
ATQCUS3313,May,Others,Debit Card,44
ATQCUS2718,June,Travel,Credit Card,1512
ATQCUS1380,May,Travel,UPI,334
ATQCUS2723,September,Groceries,UPI,3709
ATQCUS2975,September,Food,UPI,1605
ATQCUS0355,September,Bills,UPI,1576
ATQCUS3748,June,Others,Net Banking,67
ATQCUS1925,June,Food,Debit Card,286
ATQCUS3810,October,Entertainment,Debit Card,217
ATQCUS1622,June,Groceries,Debit Card,422
ATQCUS2129,October,Electronics,UPI,827
ATQCUS2559,October,Food,Credit Card,276
ATQCUS2028,September,Entertainment,Net Banking,73
ATQCUS3728,September,Health & Wellness,UPI,321
ATQCUS2415,May,Groceries,Credit Card,405
ATQCUS2063,August,Apparel,UPI,1280
ATQCUS1888,June,Food,Credit Card,318
ATQCUS2358,September,Others,Net Banking,33
ATQCUS0847,September,Groceries,Net Banking,587
ATQCUS0893,July,Bills,Net Banking,917
ATQCUS2748,June,Travel,Net Banking,140
ATQCUS3436,August,Food,UPI,678
ATQCUS2382,August,Travel,Credit Card,973
ATQCUS3707,October,Apparel,UPI,527
ATQCUS2838,October,Apparel,UPI,339
ATQCUS1831,June,Groceries,Credit Card,161
ATQCUS2660,August,Others,Debit Card,87
ATQCUS3297,August,Entertainment,Net Banking,311
ATQCUS1723,October,Electronics,Debit Card,453
ATQCUS3607,August,Electronics,Net Banking,243
ATQCUS0541,July,Food,Debit Card,146
ATQCUS3673,June,Bills,Credit Card,1257
ATQCUS3718,September,Health & Wellness,Debit Card,834
ATQCUS3291,August,Health & Wellness,UPI,265
ATQCUS2625,May,Travel,Credit Card,275
ATQCUS3944,June,Apparel,Net Banking,177
ATQCUS3208,August,Bills,Debit Card,965
ATQCUS2574,June,Groceries,Net Banking,83
ATQCUS1920,October,Travel,Credit Card,780
ATQCUS0208,October,Entertainment,Debit Card,229
ATQCUS3237,September,Electronics,Debit Card,504
ATQCUS3989,May,Bills,Debit Card,589
ATQCUS3124,September,Groceries,Credit Card,1477
ATQCUS1904,September,Groceries,Net Banking,445
ATQCUS1749,August,Electronics,Debit Card,1436
ATQCUS3299,October,Food,UPI,843
ATQCUS2506,September,Bills,Credit Card,3918
ATQCUS2873,June,Electronics,Debit Card,432
ATQCUS0732,October,Entertainment,Debit Card,1225
ATQCUS3416,May,Groceries,Credit Card,589
ATQCUS1927,August,Travel,Net Banking,108
ATQCUS0499,May,Travel,Debit Card,61
ATQCUS0542,May,Food,Net Banking,175
ATQCUS0920,September,Electronics,Credit Card,1286
ATQCUS0193,August,Entertainment,Net Banking,115
ATQCUS0551,July,Health & Wellness,Net Banking,102
ATQCUS2109,September,Travel,Credit Card,1576
ATQCUS0224,June,Electronics,Net Banking,247
ATQCUS3466,October,Entertainment,Debit Card,577
ATQCUS3964,June,Travel,Debit Card,320
ATQCUS1032,June,Health & Wellness,Debit Card,465
ATQCUS2033,May,Bills,Credit Card,1540
ATQCUS3169,June,Travel,Credit Card,442
ATQCUS3481,May,Entertainment,Credit Card,113
ATQCUS3963,July,Health & Wellness,Debit Card,496
ATQCUS3324,June,Groceries,Net Banking,205
ATQCUS1359,October,Groceries,Debit Card,290
ATQCUS1169,September,Food,Net Banking,141
ATQCUS2806,July,Food,UPI,632
ATQCUS2134,June,Bills,UPI,359
ATQCUS3449,May,Electronics,Debit Card,275
ATQCUS2469,May,Others,Net Banking,27
ATQCUS0060,August,Groceries,Debit Card,1959
ATQCUS0134,June,Groceries,Credit Card,530
ATQCUS2487,June,Groceries,Net Banking,92
ATQCUS0892,May,Groceries,UPI,2034
ATQCUS0734,October,Food,Debit Card,390
ATQCUS0765,May,Food,Debit Card,288
ATQCUS1451,August,Groceries,Net Banking,661
ATQCUS1797,June,Groceries,UPI,235
ATQCUS2206,July,Entertainment,UPI,1570
ATQCUS0620,July,Food,Debit Card,354
ATQCUS1659,July,Entertainment,Credit Card,360
ATQCUS0516,August,Others,Credit Card,887
ATQCUS0164,August,Entertainment,Credit Card,566
ATQCUS0659,June,Travel,Net Banking,194
ATQCUS0780,September,Bills,Net Banking,591
ATQCUS1135,August,Electronics,Net Banking,129
ATQCUS3930,August,Apparel,UPI,402
ATQCUS3078,October,Health & Wellness,Debit Card,455
ATQCUS1132,September,Food,UPI,341
ATQCUS1397,August,Bills,Debit Card,764
ATQCUS2737,May,Apparel,UPI,238
ATQCUS2146,October,Groceries,UPI,691
ATQCUS3600,June,Groceries,Credit Card,159
ATQCUS2202,August,Travel,UPI,382
ATQCUS1563,May,Electronics,Net Banking,149
ATQCUS2831,June,Groceries,Net Banking,922
ATQCUS1344,August,Travel,Net Banking,158
ATQCUS3836,September,Entertainment,Credit Card,464
ATQCUS3801,July,Bills,Net Banking,133
ATQCUS0726,August,Bills,Credit Card,1391
ATQCUS0498,June,Electronics,Net Banking,245
ATQCUS3372,July,Electronics,UPI,1711
ATQCUS0239,October,Groceries,Net Banking,52
ATQCUS2759,June,Entertainment,Net Banking,63
ATQCUS0451,June,Health & Wellness,Credit Card,299
ATQCUS2340,October,Entertainment,UPI,169
ATQCUS3565,June,Electronics,Credit Card,814
ATQCUS0904,May,Travel,Credit Card,1005
ATQCUS3306,July,Bills,Net Banking,1278
ATQCUS1402,July,Food,UPI,152
ATQCUS0861,July,Apparel,Net Banking,207
ATQCUS3026,July,Health & Wellness,UPI,252
ATQCUS2764,October,Food,Credit Card,571
ATQCUS2601,June,Groceries,Net Banking,378
ATQCUS1987,August,Others,Debit Card,127
ATQCUS0518,August,Travel,Debit Card,705
ATQCUS2474,October,Electronics,Debit Card,379
ATQCUS1822,October,Others,UPI,267
ATQCUS1476,May,Bills,UPI,276
ATQCUS3827,September,Health & Wellness,Credit Card,4353
ATQCUS3627,September,Health & Wellness,Credit Card,5008
ATQCUS1433,June,Travel,Debit Card,723
ATQCUS0599,July,Others,Credit Card,446
ATQCUS3450,June,Electronics,Credit Card,615
ATQCUS0727,May,Health & Wellness,Net Banking,253
ATQCUS0219,September,Apparel,Credit Card,1474
ATQCUS3567,August,Entertainment,Net Banking,285
ATQCUS1057,August,Travel,Debit Card,102
ATQCUS3676,October,Travel,Net Banking,118
ATQCUS1334,September,Entertainment,UPI,186
ATQCUS1444,July,Bills,UPI,164
ATQCUS0772,May,Apparel,Net Banking,53
ATQCUS2106,May,Entertainment,UPI,172
ATQCUS3329,May,Travel,UPI,564
ATQCUS0330,July,Bills,UPI,1499
ATQCUS1823,September,Others,Net Banking,123
ATQCUS2280,September,Entertainment,Credit Card,652
ATQCUS3928,July,Bills,Debit Card,2552
ATQCUS1453,July,Food,UPI,375
ATQCUS1110,September,Groceries,Credit Card,120
ATQCUS3501,August,Apparel,Debit Card,162
ATQCUS0853,July,Apparel,Credit Card,757
ATQCUS1431,October,Travel,UPI,749
ATQCUS0040,June,Others,Net Banking,42
ATQCUS1461,May,Travel,Debit Card,349
ATQCUS0076,May,Entertainment,UPI,137
ATQCUS3763,September,Entertainment,UPI,412
ATQCUS0053,October,Electronics,Net Banking,146
ATQCUS0508,May,Electronics,Credit Card,640
ATQCUS0790,October,Health & Wellness,UPI,870
ATQCUS0214,July,Bills,Net Banking,231
ATQCUS1162,May,Electronics,Net Banking,239
ATQCUS1826,September,Apparel,Debit Card,85
ATQCUS2651,October,Groceries,UPI,1454
ATQCUS1412,October,Entertainment,UPI,504
ATQCUS1876,September,Others,Net Banking,32
ATQCUS1315,September,Groceries,Net Banking,296
ATQCUS3312,September,Health & Wellness,UPI,545
ATQCUS2792,October,Entertainment,Debit Card,183
ATQCUS2869,September,Health & Wellness,Credit Card,4020
ATQCUS2919,August,Food,Debit Card,413
ATQCUS0924,July,Apparel,Net Banking,89
ATQCUS1296,July,Travel,UPI,172
ATQCUS1008,September,Electronics,Debit Card,478
ATQCUS3442,July,Apparel,UPI,104
ATQCUS2813,September,Travel,Net Banking,154
ATQCUS2658,October,Bills,Net Banking,544
ATQCUS3603,May,Travel,Credit Card,1827
ATQCUS1913,September,Others,Credit Card,242
ATQCUS0185,May,Electronics,Credit Card,551
ATQCUS0154,June,Apparel,Credit Card,535
ATQCUS2656,September,Travel,Credit Card,3451
ATQCUS0776,May,Others,Credit Card,146
ATQCUS3880,October,Apparel,Net Banking,338
ATQCUS3698,September,Others,UPI,139
ATQCUS2330,July,Entertainment,Net Banking,98
ATQCUS3044,May,Health & Wellness,UPI,825
ATQCUS1140,July,Bills,Credit Card,2244
ATQCUS2618,July,Others,UPI,138
ATQCUS1202,September,Electronics,Net Banking,464
ATQCUS2253,August,Health & Wellness,Credit Card,870
ATQCUS0209,September,Groceries,Net Banking,123
ATQCUS0009,October,Entertainment,Debit Card,62
ATQCUS1001,August,Health & Wellness,Credit Card,1027
ATQCUS3386,October,Bills,Debit Card,834
ATQCUS2977,June,Travel,Net Banking,554
ATQCUS1307,May,Electronics,UPI,150
ATQCUS0519,September,Apparel,UPI,456
ATQCUS1537,July,Travel,UPI,574
ATQCUS0381,August,Others,UPI,100
ATQCUS2729,September,Travel,Credit Card,849
ATQCUS3984,July,Health & Wellness,Credit Card,470
ATQCUS2327,July,Travel,UPI,367
ATQCUS3302,May,Health & Wellness,Debit Card,138
ATQCUS0791,July,Bills,Credit Card,1877
ATQCUS0133,June,Food,UPI,491
ATQCUS1223,July,Food,UPI,979
ATQCUS0415,October,Food,UPI,1157
ATQCUS1239,June,Bills,UPI,1045
ATQCUS0648,August,Bills,Credit Card,2285
ATQCUS3221,May,Travel,Net Banking,249
ATQCUS2761,September,Health & Wellness,Net Banking,587
ATQCUS3612,June,Apparel,UPI,482
ATQCUS2596,June,Electronics,Credit Card,2694
ATQCUS0771,October,Entertainment,Net Banking,148
ATQCUS0979,September,Health & Wellness,UPI,391
ATQCUS1435,June,Health & Wellness,Net Banking,83
ATQCUS3305,October,Entertainment,UPI,140
ATQCUS3394,May,Health & Wellness,Net Banking,197
ATQCUS0487,October,Health & Wellness,Credit Card,639
ATQCUS0886,October,Electronics,Debit Card,832
ATQCUS0527,August,Bills,Net Banking,577
ATQCUS0363,June,Others,UPI,340
ATQCUS1692,July,Electronics,Credit Card,1104
ATQCUS3464,August,Apparel,Debit Card,294
ATQCUS1566,June,Health & Wellness,Net Banking,455
ATQCUS1842,October,Health & Wellness,Credit Card,525
ATQCUS1186,May,Bills,Credit Card,3825
ATQCUS0849,October,Travel,UPI,1125
ATQCUS0706,September,Apparel,UPI,429
ATQCUS1236,September,Electronics,Debit Card,1863
ATQCUS2826,July,Entertainment,Credit Card,722
ATQCUS0340,August,Apparel,Net Banking,91
ATQCUS1900,May,Bills,Debit Card,754
ATQCUS0203,October,Health & Wellness,Net Banking,721
ATQCUS0658,July,Apparel,Debit Card,166
ATQCUS3162,August,Food,Credit Card,1175
ATQCUS0042,October,Electronics,Debit Card,486
ATQCUS3314,May,Entertainment,Credit Card,444
ATQCUS3286,June,Others,Credit Card,123
ATQCUS3914,July,Groceries,Credit Card,3225
ATQCUS0828,June,Travel,Credit Card,1045
